batch_size,lr,momentum,weight_decay,ch1,ch2,ch3,ch4,drop_rate,loss
303,0.025801850554405144,0.8286422459834735,7.5302851933519105e-06,75,13,55,84,0.9923907370917354,100000000.0
60,0.02592904932947071,0.9001039764744405,0.0003159338841736799,46,56,38,31,0.35514643390804734,2.029018373966217
100,0.0042080657722365165,0.8940599642922046,0.001290349952760374,110,104,19,37,0.4232887223995685,100000000.0
96,0.0501277256714927,0.8730674547944034,4.1068364963481176e-05,41,25,57,44,0.5910582712135484,1.9858402565002442
87,0.009063531793806782,0.882737178616962,3.4515140517988064e-05,80,32,49,45,0.5734450041579321,1.8225051694273948
107,0.013470004162306651,0.8918400166824085,9.83420910297577e-06,68,37,51,40,0.49369366091279066,1.7741186326861382
71,0.005665932479687557,0.8560741303261998,1.8029945101830682e-05,59,28,44,24,0.3057083022993471,1.839436391210556
72,0.018531006233455615,0.9231331010411203,8.190666314652245e-05,41,52,40,39,0.23995781978131558,1.7802815213203431
141,0.008359643288583976,0.8681225991796027,6.253743496465694e-06,72,23,51,50,0.5628521756422201,1.8229782100796699
96,0.002904235557366793,0.8940602640563508,3.166588787881712e-05,92,52,33,36,0.3206723170986462,100000000.0
96,0.024593280330886005,0.8783156571098902,3.848384679504675e-05,50,30,49,41,0.5234617826848228,1.8738958787918092
111,0.014517262708698318,0.8759824634342939,6.78712996877224e-05,91,21,58,54,0.30155070556719243,1.6703551274061204
127,0.01609893535104314,0.8695673945619898,0.00011989182121722825,133,13,75,72,0.15511958062012204,100000000.0
81,0.011859911334244438,0.8101675734239199,3.30272044148982e-05,99,32,29,57,0.20353337328702958,1.702011706149578
94,0.0059307574840995895,0.8570362929509723,4.0004650176399934e-05,106,35,35,49,0.23033766131452182,1.6698089969158172
93,0.0029124402088753893,0.8463966108715133,4.078744273387321e-05,155,38,30,54,0.08377560062937134,100000000.0
135,0.026005418472445033,0.8794916336512788,0.00010193169182486134,102,40,37,99,0.43134211037003645,1.727180679857731
67,0.02268169559664572,0.8699696169026929,0.0005464299547714314,90,55,30,55,0.14497377807778922,1.841963193321228
117,0.010729010963094327,0.8685843536103752,1.9120034559199808e-05,76,28,44,51,0.4583825762511124,1.7522082373976708
117,0.021719323604008352,0.8522099652416475,8.68280917945122e-05,80,38,30,63,0.10881152113833958,1.71985563352108
50,0.005106610020339368,0.8929476000904832,6.094276861820454e-06,51,34,70,26,0.21499279601901533,1.7021805480122567
118,0.007187031659877362,0.8069625939852605,1.498548401899096e-05,152,21,45,60,0.3715777937041368,100000000.0
81,0.014623847216826715,0.8940904742771554,5.3568208044618316e-05,56,41,41,43,0.2728628132620209,1.6998530078411103
74,0.010069613709626588,0.838755780031694,0.00018190447684292703,88,31,34,60,0.06876843087249063,1.6902094043016433
145,0.01649748358082682,0.8693328574026249,2.4078084598244682e-05,110,24,35,90,0.1997523637492269,1.6720573780536652
75,0.014432911252747661,0.8580855665016405,0.00011589158376922013,93,36,35,62,-0.006837737233362728,100000000.0
104,0.011554688770172765,0.8659596568331915,3.0000568130979196e-05,80,30,41,53,0.34207749787999364,1.6738463207244874
61,0.004972326651185955,0.844171180501162,1.6564998204882328e-05,66,24,42,27,0.00036614809437035545,100000000.0
111,0.017196410268721804,0.8706615203637496,6.471869815795549e-05,91,35,38,72,0.3235981198011199,1.6781633595108987
70,0.0056525183411078326,0.8755531944934827,1.821704953266187e-05,86,25,55,45,0.3706270925844628,1.6781811978816985
178,0.024589950075255055,0.8309501361786467,0.0003310512220751451,152,26,22,123,0.29903121694055323,100000000.0
68,0.007564651613026576,0.877448234112524,1.6544949048050545e-05,67,31,52,38,0.2360024012493998,1.688253487586975
105,0.009580993866986328,0.9286814207760111,5.238814637309096e-05,72,27,61,51,0.3177059792197323,1.663243175983429
120,0.008611426955596852,0.9879383444520567,6.598020205690578e-05,61,25,90,48,0.3747922821860837,1.8272028832435607
112,0.007073250067635506,0.8524453969225212,3.214015234902836e-05,134,19,47,70,0.2583416872353437,100000000.0
87,0.012195538566540142,0.8836792049384968,4.7145725338702536e-05,69,34,42,48,0.26923253175535156,1.66813042948246
127,0.010718995875123597,0.9177630744806056,7.011328478645287e-06,81,26,60,48,0.5069836475988431,1.7727088767528534
84,0.01022817461804184,0.8585076036439219,8.059955040074539e-05,86,29,39,56,0.17832223505407874,1.6919865012168884
95,0.010809504161182253,0.906180312857254,4.9697858705476404e-05,70,30,50,49,0.29346925548754194,1.6801014449000358
99,0.007538073433029257,0.8928588568634916,4.577957480193043e-05,87,30,46,49,0.27402182026712707,1.6534872086055576
107,0.011793634086975396,0.9023319421051526,5.962928460557227e-05,80,23,59,52,0.3096283423934624,1.6568726187109948
123,0.012572282569549948,0.899007139089318,3.551628105976908e-05,88,25,46,67,0.2587291714844796,1.6537185648918151
104,0.010521663473137743,0.8973205388046013,3.96443458077142e-05,75,28,50,51,0.329891738549863,1.6655726293563842
107,0.01283583660377478,0.8996714705698803,5.8227936870327855e-05,80,30,48,60,0.32065204951042614,1.6666862378001213
85,0.007359126548659282,0.9021173076347468,3.089267643638114e-05,78,25,57,47,0.34416653590209756,1.7031793178319932
84,0.008513335463277365,0.9030648274442676,2.944077465802504e-05,69,28,56,44,0.27685419023456603,1.6535822077751159
88,0.009822265889032629,0.8837186004038526,9.761986661928931e-05,79,28,45,55,0.19323720504611147,1.6691101852416992
119,0.014422188704245916,0.9007349387905486,7.820597624348856e-05,77,30,45,59,0.2278756312519713,1.6601351138114928
112,0.010468381436583803,0.8954618504421067,5.3766759090547425e-05,87,25,50,59,0.263996550725289,1.6512901065826415
122,0.010301878450966275,0.890102619234533,5.5924479446871475e-05,98,23,50,65,0.24926019834416252,1.6344756453990936
130,0.011643262199534272,0.9193422337467707,2.418520166504736e-05,81,25,57,54,0.37667815523295295,1.6532226067781448
111,0.008718688938874153,0.9077606442867185,3.335497269868898e-05,80,23,56,48,0.2617135564847556,1.6411617064714432
116,0.010201175986634718,0.9124315994924679,4.714541653298156e-05,87,23,55,56,0.2373231603197392,1.6873776838302612
107,0.010440609806542888,0.9010983039765679,4.1399568166069424e-05,77,26,51,52,0.30674959399233204,1.6549180460691453
116,0.011418692413011258,0.8749411360100708,3.385854708944682e-05,92,24,43,57,0.2470741673771143,1.7200492386817932
107,0.010010643954666767,0.915246349584526,4.697230300410615e-05,76,26,56,52,0.3000480262590778,1.6434016907453537
100,0.006994524120211269,0.9061123759497505,2.0251716239361887e-05,86,21,61,47,0.3529428253464546,1.7037700915336609
113,0.012035466359518377,0.902079298080349,5.578859378389834e-05,79,27,48,56,0.2591424297755921,1.661564657831192
116,0.009477281978503416,0.8989316317606257,4.318980765341276e-05,88,23,52,55,0.2554868774144591,1.6750003078460693
114,0.010155217242229606,0.9026744844095296,5.125330812665031e-05,86,24,52,58,0.2746541123016202,1.6537713934898377
125,0.010952053321287857,0.9047224264906519,3.677696036155497e-05,89,23,53,59,0.31296917678855773,1.6691461756825448
109,0.00881228212562021,0.8914807380490124,5.0598407979867154e-05,92,26,47,56,0.2616410093056448,1.6650101202130319
101,0.009365006521886902,0.8965837233394003,4.057659420482083e-05,82,25,52,53,0.26305719428936425,1.6364495068982243
122,0.011380603098373368,0.8945548791619256,4.456713509029243e-05,92,23,47,65,0.2539946849143211,1.6542640021562576
114,0.010371012157980117,0.8956004616055504,4.8117037512846826e-05,86,24,50,58,0.2780048961682473,1.6474916475772858
114,0.011022548927502804,0.8962172806698427,5.774717916362666e-05,88,23,54,58,0.2794442703688125,1.6329388878583908
120,0.012189160554691218,0.8954187790125407,6.613341448202643e-05,86,26,47,61,0.2385679147980669,1.6435966234207153
114,0.011545532218630335,0.8938140109000379,5.6648901933658656e-05,89,25,48,63,0.28042277975860697,1.6403880310297012
104,0.010108697253019043,0.8855991238165422,7.323004552612839e-05,88,25,46,60,0.21570794771118584,1.6478889985084533
118,0.012952341958456669,0.8975337868731881,5.778386748824768e-05,84,22,52,64,0.25682876817310796,1.6684790795564652
111,0.009702940538577096,0.8929940002550563,5.230633498692395e-05,90,25,48,57,0.2604379490225106,1.66376991096735
116,0.011763412449208574,0.8960205246671442,5.58970859372169e-05,86,23,51,63,0.2580318284562422,1.67618996591568
112,0.01018147873653228,0.8937506313580783,5.318179725373143e-05,89,24,48,58,0.2598364188809435,1.642203366088867
103,0.009784215072325833,0.8942809240260865,6.823134264680982e-05,83,25,52,53,0.2657732556681255,1.6546168793320657
117,0.010958609606746345,0.8944863903779658,4.9574348703956494e-05,89,23,48,62,0.25693932760277216,1.6680952719569206
117,0.010656123088204388,0.8931599499521878,5.6828522189575284e-05,92,23,51,61,0.26435223435648747,1.6802165197134018
107,0.010160031623665413,0.8964005020046215,4.840644435811789e-05,84,23,52,55,0.27125073232908836,1.6805892466783523
114,0.011281010317073245,0.8950156457849403,5.719540444288955e-05,88,23,50,60,0.2799335250637097,1.6553284563064574
112,0.010593670163251098,0.8949839560139605,5.5417495200116266e-05,88,23,50,57,0.26964034462487796,1.6669110828399658
116,0.011591187109147673,0.8958180298411917,6.179820494800782e-05,86,24,50,59,0.2590060925834397,1.6799906206607818
114,0.010691818785363991,0.8959088711376966,5.271264730666936e-05,86,23,51,57,0.2787245832685299,1.6551117843151093
108,0.01055573825294639,0.8909082022431924,6.502944378631784e-05,88,23,49,58,0.24757610903999916,1.6611280989170074
114,0.010579999003870274,0.8994458825396862,5.4403437089197255e-05,86,23,52,57,0.2770491913352163,1.6594646435022353
117,0.011200145288178658,0.8953860799158841,5.073092089513721e-05,89,23,50,61,0.2667194776415668,1.6521712196469307
121,0.01169873664234037,0.8940092531283965,6.647425492391172e-05,91,23,49,62,0.26707056284483155,1.6757653643131256
111,0.011387899505632708,0.8974385392199875,5.8630118117636555e-05,83,23,50,56,0.2745731338148423,1.6778661816835403
111,0.01042815116062468,0.8951405725262715,5.3288360921127514e-05,88,22,51,57,0.28337861808375725,1.6756913119316101
116,0.010408655887437848,0.8930094038822056,5.4987985227843936e-05,93,22,51,61,0.26976835113433584,1.7021924170017242
112,0.011134773372735192,0.896331255385542,5.769757079048717e-05,85,22,50,57,0.27337193814471566,1.6801886709213256
115,0.011110992279454137,0.8958016802928634,5.41254799338285e-05,88,23,51,59,0.27308187400518963,1.6804190304875375
114,0.01085592445099303,0.8960630759037697,5.517251750833299e-05,86,23,52,57,0.2790844268186712,1.6578796668052673
114,0.011151030812064146,0.8956164632273915,5.74706296093895e-05,88,23,51,58,0.2796888977162611,1.677560396194458
114,0.01079900720775253,0.8978315816047644,5.6050379380580215e-05,86,23,52,57,0.2782467308520144,1.6349153216600418
110,0.010786618624898846,0.8935627414565176,6.128023287520605e-05,88,23,51,57,0.2635101897044058,1.6520417718887328
112,0.010805982032941846,0.8956006183419016,5.657034580167022e-05,88,23,51,57,0.2745423074968452,1.6536326358795166
112,0.010721231570644339,0.8956789265980571,5.547298915191396e-05,88,22,52,57,0.28141144422628483,1.6550566270828246
117,0.01135561081713206,0.8951132668991196,6.195724904205906e-05,89,23,51,59,0.273257416606822,1.6601390742540358
112,0.01120373506837437,0.8968279099449151,5.818697393166067e-05,85,23,51,56,0.2770087020918274,1.6706679613113404
111,0.010820580161554022,0.8958676229618652,6.156110636191362e-05,86,22,52,55,0.2794057673019091,1.6713468917131424
111,0.010709893726153094,0.8961086533016649,5.8870521043564486e-05,86,22,52,55,0.2727358257209817,1.666429446363449
114,0.011011774837483196,0.8959110558649244,5.441572379776292e-05,88,23,51,59,0.2715367468951276,1.6458195797920228
114,0.010594419076525276,0.8947470235307654,5.672024333363571e-05,89,22,52,58,0.2727178220614982,1.6631449396133422
115,0.011056268886536765,0.8951636957804823,5.560001544113178e-05,89,23,51,60,0.27698669761912525,1.6484614928364754
113,0.011283262817196278,0.8966179193846521,5.745258274524167e-05,86,23,51,57,0.27795334029141494,1.6490535453915596
109,0.01051197958646055,0.8965860432353053,5.172142720541702e-05,85,22,52,56,0.27845728434266726,1.6660404755711555
115,0.011138558807048301,0.895481460983166,5.9222497723716554e-05,88,22,51,58,0.2745573835407833,1.6514774139523507
112,0.011058817293784195,0.8955069864705211,5.900329320703717e-05,89,22,51,58,0.27162426451350974,1.674714034461975
113,0.010906295989699426,0.8959240535454576,5.610623983859087e-05,86,22,51,57,0.27721938624238085,1.6772265777587891
114,0.010910205557912639,0.8970244311373036,5.6892453807861234e-05,86,23,52,57,0.27884550061041347,1.6654097591400145
114,0.011017160565445295,0.8960641682673836,5.605670835384324e-05,88,23,52,58,0.27549050863197,1.657884326171875
114,0.011039396032278147,0.8956904882251625,5.666342782765128e-05,88,23,52,58,0.2782154839939689,1.6545811566591262
113,0.011152144029935194,0.8964176000272475,5.75996926137855e-05,86,23,52,57,0.2786988053301137,1.6535025247335433
114,0.011080402042911495,0.8958493708265044,5.848018627337752e-05,88,22,52,57,0.2770008269547979,1.6509828849315644
111,0.010903945687468398,0.8948900110631801,5.948748260796794e-05,88,23,52,57,0.2714772300366092,1.6578733129858971
112,0.01091372831198476,0.8959089495058722,5.7155733696256396e-05,88,23,52,57,0.2769932889328288,1.6919496477127076
112,0.010870846312523929,0.8959481036339499,5.659866291086307e-05,88,22,52,57,0.28042785729754865,1.6589518047332763
114,0.010938919435407906,0.8961401782868061,5.6445170328931067e-05,86,23,52,57,0.27926434859374183,1.6753695905923844
114,0.011071823467570453,0.8961447465246571,5.748614159097206e-05,86,22,52,57,0.2783100070267214,1.6610542984247207
112,0.011076010591026544,0.8959145329076899,5.844667571055991e-05,88,22,52,57,0.2758268714620261,1.6566895486831665
112,0.011142445124766972,0.8947836360061668,5.833552104576629e-05,89,22,52,57,0.2755749129679349,1.6439348020553588
111,0.010995321133177433,0.8953608516147046,5.79215432540399e-05,89,23,52,57,0.27550260787189673,1.6494703765630723
113,0.011226968557610104,0.8954269940566905,5.9132587174211124e-05,87,23,52,57,0.27229025772870236,1.6610515091776847
112,0.010958803595010521,0.895817826239635,5.722177809238146e-05,87,22,52,57,0.27839345740533705,1.6500591053009033
111,0.011064801314390596,0.8952561867504241,5.9977828629026335e-05,87,22,52,56,0.277872706121696,1.6801255012631415
113,0.011029051487853684,0.8958621728881437,5.70122760199032e-05,87,22,52,57,0.2760860580044015,1.6578366591334344
114,0.011208064351510604,0.8966463799157305,5.598750805977398e-05,87,21,52,57,0.2829101687098995,1.6798795044183732
111,0.010979192852778213,0.8953291032763178,5.859249310897492e-05,87,22,52,57,0.27433546470493175,1.65599498513937
112,0.011069776521064778,0.8955557581770277,5.877422716352947e-05,88,22,52,57,0.2779123200088916,1.6679208152770997
